Name,Player ID,URL
will-brennan,686823,https://www.mlb.com/player/will-brennan-686823
jake-brentz,641394,https://www.mlb.com/player/jake-brentz-641394
austin-brice,592169,https://www.mlb.com/player/austin-brice-592169
jonah-bride,681146,https://www.mlb.com/player/jonah-bride-681146
beau-brieske,689225,https://www.mlb.com/player/beau-brieske-689225
jeff-brigham,656257,https://www.mlb.com/player/jeff-brigham-656257
lewis-brinson,621446,https://www.mlb.com/player/lewis-brinson-621446
zack-britton,502154,https://www.mlb.com/player/zack-britton-502154
connor-brogdon,641401,https://www.mlb.com/player/connor-brogdon-641401
aaron-brooks,605156,https://www.mlb.com/player/aaron-brooks-605156
mike-brosseau,670712,https://www.mlb.com/player/mike-brosseau-670712
hunter-brown,686613,https://www.mlb.com/player/hunter-brown-686613
seth-brown,664913,https://www.mlb.com/player/seth-brown-664913
jt-brubaker,664141,https://www.mlb.com/player/jt-brubaker-664141
justin-bruihl,677865,https://www.mlb.com/player/justin-bruihl-677865
vidal-brujan,660644,https://www.mlb.com/player/vidal-brujan-660644
kris-bryant,592178,https://www.mlb.com/player/kris-bryant-592178
kris-bubic,663460,https://www.mlb.com/player/kris-bubic-663460
walker-buehler,621111,https://www.mlb.com/player/walker-buehler-621111
madison-bumgarner,518516,https://www.mlb.com/player/madison-bumgarner-518516
aaron-bummer,607481,https://www.mlb.com/player/aaron-bummer-607481
dylan-bundy,605164,https://www.mlb.com/player/dylan-bundy-605164
peyton-burdick,680814,https://www.mlb.com/player/peyton-burdick-680814
jake-burger,669394,https://www.mlb.com/player/jake-burger-669394
brock-burke,656271,https://www.mlb.com/player/brock-burke-656271
alec-burleson,676475,https://www.mlb.com/player/alec-burleson-676475
corbin-burnes,669203,https://www.mlb.com/player/corbin-burnes-669203
ryan-burr,621114,https://www.mlb.com/player/ryan-burr-621114
matt-bush,456713,https://www.mlb.com/player/matt-bush-456713
jose-butto,676130,https://www.mlb.com/player/jose-butto-676130
byron-buxton,621439,https://www.mlb.com/player/byron-buxton-621439
edward-cabrera,665795,https://www.mlb.com/player/edward-cabrera-665795
genesis-cabrera,650893,https://www.mlb.com/player/genesis-cabrera-650893
miguel-cabrera,408234,https://www.mlb.com/player/miguel-cabrera-408234
oswaldo-cabrera,665828,https://www.mlb.com/player/oswaldo-cabrera-665828
lorenzo-cain,456715,https://www.mlb.com/player/lorenzo-cain-456715
kole-calhoun,594777,https://www.mlb.com/player/kole-calhoun-594777
willie-calhoun,641432,https://www.mlb.com/player/willie-calhoun-641432
alex-call,669743,https://www.mlb.com/player/alex-call-669743
johan-camargo,622666,https://www.mlb.com/player/johan-camargo-622666
daz-cameron,663662,https://www.mlb.com/player/daz-cameron-663662
luis-campusano,669134,https://www.mlb.com/player/luis-campusano-669134
jeimer-candelario,600869,https://www.mlb.com/player/jeimer-candelario-600869
mark-canha,592192,https://www.mlb.com/player/mark-canha-592192
robinson-cano,429664,https://www.mlb.com/player/robinson-cano-429664
yennier-cano,666974,https://www.mlb.com/player/yennier-cano-666974
conner-capel,668843,https://www.mlb.com/player/conner-capel-668843
vinny-capra,681962,https://www.mlb.com/player/vinny-capra-681962
victor-caratini,605170,https://www.mlb.com/player/victor-caratini-605170
dylan-carlson,666185,https://www.mlb.com/player/dylan-carlson-666185
drew-carlton,656290,https://www.mlb.com/player/drew-carlton-656290
kerry-carpenter,681481,https://www.mlb.com/player/kerry-carpenter-681481
matt-carpenter,572761,https://www.mlb.com/player/matt-carpenter-572761
carlos-carrasco,471911,https://www.mlb.com/player/carlos-carrasco-471911
corbin-carroll,682998,https://www.mlb.com/player/corbin-carroll-682998
curt-casali,592200,https://www.mlb.com/player/curt-casali-592200
triston-casas,671213,https://www.mlb.com/player/triston-casas-671213
daniel-castano,641447,https://www.mlb.com/player/daniel-castano-641447
ryan-castellani,624418,https://www.mlb.com/player/ryan-castellani-624418
humberto-castellanos,528748,https://www.mlb.com/player/humberto-castellanos-528748
nick-castellanos,592206,https://www.mlb.com/player/nick-castellanos-592206
diego-castillo,660636,https://www.mlb.com/player/diego-castillo-660636
diego-castillo,650895,https://www.mlb.com/player/diego-castillo-650895
jose-castillo,620454,https://www.mlb.com/player/jose-castillo-620454
luis-castillo,622379,https://www.mlb.com/player/luis-castillo-622379
luis-castillo,622491,https://www.mlb.com/player/luis-castillo-622491
max-castillo,666721,https://www.mlb.com/player/max-castillo-666721
anthony-castro,621593,https://www.mlb.com/player/anthony-castro-621593
harold-castro,605612,https://www.mlb.com/player/harold-castro-605612
jason-castro,488771,https://www.mlb.com/player/jason-castro-488771
kervin-castro,665645,https://www.mlb.com/player/kervin-castro-665645
miguel-castro,612434,https://www.mlb.com/player/miguel-castro-612434
rodolfo-castro,666801,https://www.mlb.com/player/rodolfo-castro-666801
willi-castro,650489,https://www.mlb.com/player/willi-castro-650489
cade-cavalli,676917,https://www.mlb.com/player/cade-cavalli-676917
jake-cave,595909,https://www.mlb.com/player/jake-cave-595909
dylan-cease,656302,https://www.mlb.com/player/dylan-cease-656302
gilberto-celestino,665482,https://www.mlb.com/player/gilberto-celestino-665482
luis-cessa,570666,https://www.mlb.com/player/luis-cessa-570666
jhoulys-chacin,468504,https://www.mlb.com/player/jhoulys-chacin-468504
andrew-chafin,605177,https://www.mlb.com/player/andrew-chafin-605177
yu-chang,644374,https://www.mlb.com/player/yu-chang-644374
aroldis-chapman,547973,https://www.mlb.com/player/aroldis-chapman-547973
matt-chapman,656305,https://www.mlb.com/player/matt-chapman-656305
jt-chargois,608638,https://www.mlb.com/player/jt-chargois-608638
jesse-chavez,445926,https://www.mlb.com/player/jesse-chavez-445926
michael-chavis,656308,https://www.mlb.com/player/michael-chavis-656308
robinson-chirinos,455139,https://www.mlb.com/player/robinson-chirinos-455139
yonny-chirinos,630023,https://www.mlb.com/player/yonny-chirinos-630023
jazz-chisholm-jr,665862,https://www.mlb.com/player/jazz-chisholm-jr-665862
ji-man-choi,596847,https://www.mlb.com/player/ji-man-choi-596847
adam-cimber,643256,https://www.mlb.com/player/adam-cimber-643256
steve-cishek,518553,https://www.mlb.com/player/steve-cishek-518553
jose-cisnero,542585,https://www.mlb.com/player/jose-cisnero-542585
aaron-civale,650644,https://www.mlb.com/player/aaron-civale-650644
taylor-clarke,664199,https://www.mlb.com/player/taylor-clarke-664199
emmanuel-clase,661403,https://www.mlb.com/player/emmanuel-clase-661403
alex-claudio,592222,https://www.mlb.com/player/alex-claudio-592222
sam-clay,621348,https://www.mlb.com/player/sam-clay-621348
garrett-cleavinger,664076,https://www.mlb.com/player/garrett-cleavinger-664076
kody-clemens,665019,https://www.mlb.com/player/kody-clemens-665019
ernie-clement,676391,https://www.mlb.com/player/ernie-clement-676391
mike-clevinger,605182,https://www.mlb.com/player/mike-clevinger-605182
